author,date,push,title,url
L1ON,10/21,5,[問卦] 欸 我朋友去吃喜酒，包一堆報紙可以嗎？,/bbs/Gossiping/M.1603215595.A.939.html
wujet09100,10/21,X1,[問卦]上帝技術很爛耶多學學台積電好嗎,/bbs/Gossiping/M.1603215705.A.36A.html
funsky,10/21,5,[問卦] 為什麼中國那麼多口音,/bbs/Gossiping/M.1603215967.A.65D.html
FFFFFFFF,10/21,X2,[新聞] 中國撤告了！外交部：再有不利動作，我方,/bbs/Gossiping/M.1603215998.A.92D.html
chenwj,10/21,41,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603216023.A.482.html
xiikjuy,10/21,19,[問卦] 同辦公室同事確診有多幹,/bbs/Gossiping/M.1603216057.A.D4C.html
gracew0709,10/21,6,Re: [問卦] 月半 月巴 酉鬼  如何自處？,/bbs/Gossiping/M.1603216148.A.6A2.html
kinghole,10/21,3,[新聞] 印尼拒絕美國要求 不讓間諜飛機著陸加油,/bbs/Gossiping/M.1603216159.A.66D.html
Scorfish,10/21,7,[問卦] 中國這麼強怎麼研發不出好晶片?,/bbs/Gossiping/M.1603216293.A.DD8.html
yuanisme,10/21,3,[問卦] 有錢沒時間花vs有時間沒錢花 都幾,/bbs/Gossiping/M.1603216296.A.BA2.html
g7a7n7,10/21,4,[問卦] 在大學創喝茶社有沒有搞頭,/bbs/Gossiping/M.1603216344.A.2CE.html
MiLuDaiBoom,10/21,2,[問卦] 怎麼和理工男生相處？,/bbs/Gossiping/M.1603216354.A.BAF.html
cowboyas0413,10/21,爆,Re: [問卦] 南投田姓警察兒子強姦弱勢被壓下來了嗎？,/bbs/Gossiping/M.1603216481.A.9B2.html
japanx,10/21,4,[問卦] 小室哲哉如果跟華原朋美還在一起的話,/bbs/Gossiping/M.1603216641.A.323.html
ivorysoap,10/21,1,Re: [新聞] 中國撤告了！外交部：再有不利動作，我方,/bbs/Gossiping/M.1603216818.A.C3F.html
takase,10/21,5,Re: [爆卦] 中國三季度GDP增速4.9%的消息刷爆推特!!,/bbs/Gossiping/M.1603216831.A.054.html
gracew0709,10/21,7,[問卦] 為什麼學長要封鎖我☁  ,/bbs/Gossiping/M.1603214484.A.C38.html
maybetodo,10/21,1,[問卦] 手遊生產速度為什麼那麼快？,/bbs/Gossiping/M.1603214680.A.EB8.html
ivorysoap,10/21,4,Re: [問卦] 以前戒嚴時期的人生活跟現在差多少,/bbs/Gossiping/M.1603214702.A.6D4.html
Mayinggo,10/21,4,[問卦] 中國官員不是素質高嗎 怎麼會打人,/bbs/Gossiping/M.1603214784.A.CE6.html
Dinenger,10/21,1,Re: [問卦] 為什麼學長要封鎖我☁,/bbs/Gossiping/M.1603214828.A.F0F.html
blargelp,10/21,1,Re: [新聞] 英首例！男子遭圍毆持刀反殺三人 因正當,/bbs/Gossiping/M.1603214874.A.A7D.html
JUNOCARE,10/21,32,[問卦] 台灣人幹麼這麼喜歡川普?,/bbs/Gossiping/M.1603214895.A.F81.html
BlueGiant,10/21,13,[問卦] 星際大戰為什麼不出新作了？,/bbs/Gossiping/M.1603214934.A.C2A.html
todao,10/21,6,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603215013.A.420.html
ZMittermeyer,10/21,5,Re: [問卦] 台灣人幹麼這麼喜歡川普?,/bbs/Gossiping/M.1603215221.A.D35.html
fcugeo,10/21,9,[問卦] 這些台菜餐廳有鄉民吃過嗎,/bbs/Gossiping/M.1603215273.A.E8D.html
kent1993,10/21,3,Re: [問卦] 對於高房價，財政部中了建商幻術嗎？,/bbs/Gossiping/M.1603215322.A.FE9.html
organize222,10/21,92,[新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603215405.A.B42.html
ispotato,10/21,5,[問卦] 到底有哪些騙人的勵志名言,/bbs/Gossiping/M.1603213505.A.5DA.html
relax911,10/21,3,[新聞] 大同股臨會21日對決 公司派喪失主場優勢,/bbs/Gossiping/M.1603213533.A.FCE.html
hugh509,10/21,2,[問卦] 台灣小吃不是好不好吃而是衛生問題？,/bbs/Gossiping/M.1603213556.A.085.html
crazycomet,10/21,5,[問卦] 到底是那種人才會承認自己GG軟軟的啦,/bbs/Gossiping/M.1603213733.A.B2B.html
Ujdhw3425,10/21,5,[問卦] 妹子突然在我面前拿出結婚證書,/bbs/Gossiping/M.1603213756.A.7BD.html
b1b2b3b4,10/21,12,[問卦] 有人為了牙齒花費超過50萬元嗎?,/bbs/Gossiping/M.1603213786.A.51D.html
cosmite,10/21,1,[問卦] 現在還有人去光華商場嗎,/bbs/Gossiping/M.1603214097.A.671.html
tn00270144,10/21,1,[問卦] 親，為什麼還不睡？,/bbs/Gossiping/M.1603214175.A.85A.html
OhwadaAkira,10/21,4,[問卦] 有沒有自律神經失調的八卦？,/bbs/Gossiping/M.1603214175.A.AF0.html
awestricken,10/21,2,[問卦] 為什麼拿不到魔關羽??,/bbs/Gossiping/M.1603214177.A.F9A.html
andrew0041,10/21,6,[問卦] 體面工作200萬vs直接給100萬,/bbs/Gossiping/M.1603214206.A.B4C.html
autokey,10/21,4,Re: [新聞] 英首例！男子遭圍毆持刀反殺三人 因正當,/bbs/Gossiping/M.1603214213.A.545.html
LeonardoChen,10/21,16,[問卦] 有沒有B'z的八卦？,/bbs/Gossiping/M.1603214286.A.112.html
qwerbrian,10/21,1,[新聞] 為了台灣尊嚴和中共打仗？民調：75%年輕,/bbs/Gossiping/M.1603214405.A.B47.html
teeheehee,10/21,6,[問卦] 假設拜登把兒子艷照公布出來 鄉民會投他,/bbs/Gossiping/M.1603214438.A.388.html
ilovemiao,10/21,2,[問卦] 蟑螂入侵怎麼辦,/bbs/Gossiping/M.1603212942.A.3D5.html
Jiapie,10/21,2,[新聞] 銀髮族遭電話詐騙的受害情況日益惡化，去,/bbs/Gossiping/M.1603212970.A.D59.html
artpoet,10/21,7,[問卦] 全球主要國家是不是打算與新冠永存？,/bbs/Gossiping/M.1603213030.A.FBB.html
words2012,10/21,1,Re: [問卦] 欸！貓是不是世界上最雞掰的生物,/bbs/Gossiping/M.1603213066.A.3D4.html
radiotofu,10/21,1,[問卦] G軟為什麼很少發文？,/bbs/Gossiping/M.1603213136.A.DC4.html
lc072516,10/21,3,[問卦] 多益考不到860要怎麼發洩？,/bbs/Gossiping/M.1603213160.A.7A2.html
b1b2b3b4,10/21,8,[問卦] 沒健保時代  醫生賺錢的速度有多恐怖?,/bbs/Gossiping/M.1603213189.A.96F.html
nobody0303,10/21,28,[問卦] 台灣竟然已快二十年沒天王主持人誕生！,/bbs/Gossiping/M.1603213272.A.505.html
blueskymaple,10/21,5,[問卦] 明天早八該怎麼調適,/bbs/Gossiping/M.1603213284.A.93D.html
nonpolar,10/21,5,[問卦] 看到認識的人在色情網站上 是甚麼感覺?,/bbs/Gossiping/M.1603213341.A.D3E.html
q347,10/21,爆,[問卦] 可以用FOODPANDA叫20罐6公升的礦泉水嗎??,/bbs/Gossiping/M.1603213347.A.AF0.html
elfs,10/21,8,[新聞] 美要告Google非法壟斷 勾結iPhone、安卓,/bbs/Gossiping/M.1603213373.A.0FA.html
purine5566,10/21,2,[問卦] 統神是不是很豁達 有如現代陶淵明?,/bbs/Gossiping/M.1603213445.A.717.html
Dinenger,10/21,1,[問卦] 不買房也不用生小孩了吧？,/bbs/Gossiping/M.1603213456.A.1B2.html
rfvujm,10/21,3,[問卦] 掉錢被屁孩撿去中大獎,/bbs/Gossiping/M.1603213487.A.F27.html
wasabi84,10/21,9,Re: [問卦] =.= 川普即將敗選！臺灣將怎麼辦？！,/bbs/Gossiping/M.1603212155.A.B28.html
dubliuers,10/21,5,[問卦] 薪資不到4萬是不是有權申請安樂死啊？,/bbs/Gossiping/M.1603212187.A.AA6.html
smallnewyeh,10/21,3,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603212213.A.4B9.html
johanLarson,10/21,4,Re: [新聞] 撕扯分食影片曝光！　飼育員遭「5隻熊拖,/bbs/Gossiping/M.1603212235.A.74B.html
ThomasBuBu,10/21,2,[新聞] 網票選最害怕小手術...「拔智齒」排第2！,/bbs/Gossiping/M.1603212297.A.6B7.html
kinjk01,10/21,26,[問卦] 一句話如何證明自己免疫或替代役？,/bbs/Gossiping/M.1603212307.A.0C3.html
ghostl40809,10/21,5,Re: [新聞] 英首例！男子遭圍毆持刀反殺三人 因正當,/bbs/Gossiping/M.1603212325.A.3BF.html
rote,10/21,4,[問卦] 抵制萬聖節是有台灣價值的表現嗎?!,/bbs/Gossiping/M.1603212335.A.684.html
chirex,10/21,69,[問卦] 為什麼電腦機殼側透變成主流了？,/bbs/Gossiping/M.1603212409.A.7CE.html
mark999jrpan,10/21,4,Re: [新聞] 台中人多有錢？ 持有6戶以上房屋者高達,/bbs/Gossiping/M.1603212447.A.10F.html
aaaba,10/21,5,Re: [新聞] 女醫被爆悔婚出軌　輕生亡,/bbs/Gossiping/M.1603212607.A.242.html
louk,10/21,2,Re: [問卦] =.= 川普即將敗選！臺灣將怎麼辦？！,/bbs/Gossiping/M.1603212665.A.3F9.html
Sherlock56,10/21,28,Re: [問卦] 為什麼鰻魚飯這麼貴?,/bbs/Gossiping/M.1603212772.A.154.html
simon78410,10/21,5,[問卦] 光陽什麼車不會吃機油？,/bbs/Gossiping/M.1603212871.A.33C.html
DOPA9527,10/21,1,[問卦] 現在最需要改的應該是租金吧,/bbs/Gossiping/M.1603211508.A.A23.html
yu1164,10/21,1,[問卦] 被排擠的人=破壞團體氣氛的元兇？,/bbs/Gossiping/M.1603211527.A.F4D.html
tsisni,10/21,3,[問卦] 吃泡麵眼前出現狐狸囧辦?,/bbs/Gossiping/M.1603211544.A.963.html
BBQ2591,10/21,2,[問卦] 有吸精公主的卦嗎?,/bbs/Gossiping/M.1603211555.A.4CE.html
ideso,10/21,3,[問卦] 馬臉姐說DNA有神秘能量 怎麼辦,/bbs/Gossiping/M.1603211569.A.2F2.html
train60125,10/21,10,[新聞] 離譜！寫錯字、秩序差　國小女師要同學「,/bbs/Gossiping/M.1603211573.A.F64.html
kinjk01,10/21,4,[問卦] 上流社會生育率會最高嗎？,/bbs/Gossiping/M.1603211627.A.FFC.html
words2012,10/21,5,Re: [新聞] 補1億債坑！澎恰恰連操72小時累倒攝影棚,/bbs/Gossiping/M.1603211634.A.71F.html
b33,10/21,7,[新聞] 韓國流感疫苗安全性受質疑 8旬翁接種5小,/bbs/Gossiping/M.1603211668.A.2B6.html
shampoopoo,10/21,4,Re: [問卦] 醜女醜男突然變正妹帥哥心態會扭曲報復嗎,/bbs/Gossiping/M.1603211814.A.46A.html
LeonardoChen,10/21,2,Re: [新聞] 英首例！男子遭圍毆持刀反殺三人 因正當,/bbs/Gossiping/M.1603211821.A.3D1.html
elec1141,10/21,1,Re: [問卦] 為啥19世紀末東方第一大城上海會淪落,/bbs/Gossiping/M.1603211828.A.DAE.html
owo0204,10/21,2,[問卦] 靠嘴人的實況主紅了就會開始收斂？,/bbs/Gossiping/M.1603211928.A.5CD.html
pp771017,10/21,3,[問卦] G軟到底是不是機器人帳號？,/bbs/Gossiping/M.1603211959.A.BD0.html
fox1234,10/21,16,[問卦] 戰爭時 電廠被炸掉要怎活？,/bbs/Gossiping/M.1603211981.A.8DF.html
ben28,10/21,48,[問卦] 被對岸嗆勿謂言之不預要怎麼嗆回去?,/bbs/Gossiping/M.1603211985.A.84B.html
yangzy,10/21,4,[問卦] 渣男在什麼樣的年代比較吃香？,/bbs/Gossiping/M.1603210609.A.9CC.html
rfvujm,10/21,1,Re: [問卦] 日式餐飲為何一定要講日語？,/bbs/Gossiping/M.1603210702.A.9B4.html
andrew5106,10/21,1,Re: [問卦] 可以直接在銀行櫃檯前調情嗎,/bbs/Gossiping/M.1603210801.A.F47.html
words2012,10/21,2,[問卦] 北一女的小女孩中午還會叫外送嗎?,/bbs/Gossiping/M.1603210837.A.A87.html
andonie,10/21,5,Re: [問卦] 高考公務員跟國小老師哪個cp值高？,/bbs/Gossiping/M.1603210868.A.FEA.html
johanLarson,10/21,2,[問卦] 劉徹吸過東方朔的奶嗎？,/bbs/Gossiping/M.1603211012.A.C8D.html
giorno78,10/21,4,Re: [新聞] 撕扯分食影片曝光！　飼育員遭「5隻熊拖,/bbs/Gossiping/M.1603211038.A.81D.html
XDDDpupu5566,10/21,2,[問卦] 要怎麼快速找imgur梗圖,/bbs/Gossiping/M.1603211098.A.D57.html
sanadaling,10/21,1,[問卦] 男人的夢想是展示櫃？,/bbs/Gossiping/M.1603211169.A.E70.html
XBTX,10/21,1,[問卦] 電腦爆了 要做啥打發時間？(U・ω・U),/bbs/Gossiping/M.1603211180.A.EB9.html
bbob,10/21,3,[問卦]在台灣用英國走私牛肉害客人拉肚子會怎樣,/bbs/Gossiping/M.1603211275.A.A88.html
Hikikami,10/21,29,[問卦] 今天乃團有驚喜公佈？（乃木坂）,/bbs/Gossiping/M.1603211336.A.69A.html
edwardsyo,10/21,1,[問卦] 要怎麼遏止台女誣告性侵歪風,/bbs/Gossiping/M.1603211461.A.EFF.html
pp771017,10/21,3,[問卦] 為什麼九面在PTT這麼黑？,/bbs/Gossiping/M.1603211466.A.335.html
cwh0105,10/20,2,[問卦] 中天是怎麼做到如日中天的?,/bbs/Gossiping/M.1603209578.A.9C8.html
imApig,10/20,23,[問卦] 胃食道逆流怎麼解？？,/bbs/Gossiping/M.1603209589.A.5E7.html
poeta,10/21,3,[問卦] 一直喊居住正義的人 要等到哪時候啊 = =,/bbs/Gossiping/M.1603209672.A.E3A.html
ha3810996,10/21,19,[新聞] 8+9結緣啪7次！女兒返家母驚她小腹微凸嚇,/bbs/Gossiping/M.1603209675.A.A48.html
GiuliaQV,10/21,36,[問卦] 貓貓被路殺 怎麼辦== 急 在線等,/bbs/Gossiping/M.1603209922.A.939.html
XXXXPOXXXX,10/21,99,[問卦] 中國同事不斷糾正我是新冠肺炎 該怎麼回,/bbs/Gossiping/M.1603209972.A.081.html
Qorqios,10/21,3,[問卦] 日本是只有煙火大會的時候有夜市嗎,/bbs/Gossiping/M.1603209975.A.B42.html
Vladivostok,10/21,5,[新聞] 菅義偉訪越南 國防設備與技術轉移達成共,/bbs/Gossiping/M.1603209988.A.205.html
a0953781935,10/21,4,[問卦] 會買冷凍漢堡肉排回來煎嗎？,/bbs/Gossiping/M.1603210034.A.66E.html
A816,10/21,16,Re: [問卦] 乃木坂一期生是不是故意不想給白石畢業?,/bbs/Gossiping/M.1603210035.A.B73.html
bestfuture,10/21,3,[問卦] 半夜房間有蟲蟲的卦,/bbs/Gossiping/M.1603210112.A.5E1.html
words2012,10/21,1,Re: [問卦] 台灣防疫厲害在哪裡？,/bbs/Gossiping/M.1603210303.A.266.html
asdf1256,10/21,22,[新聞] 薔薔自爆1夜3千當援交妹？！親妹挖坑 ,/bbs/Gossiping/M.1603210456.A.A10.html
erspicu,10/21,21,Re: [問卦] 有范琪斐的八卦嗎？,/bbs/Gossiping/M.1603210486.A.A92.html
er2,10/21,5,[問卦] 若台灣打福建省誰贏面大,/bbs/Gossiping/M.1603210532.A.2DD.html
pat740515,10/20,14,[問卦] 日式餐飲為何一定要講日語？,/bbs/Gossiping/M.1603209129.A.AB5.html
owo0204,10/20,1,[問卦] 去哪裡可以應徵東印度公司,/bbs/Gossiping/M.1603209137.A.476.html
proprome,10/20,21,[新聞] 想撕「檳榔」標籤？柯近期猛批中國最大柯,/bbs/Gossiping/M.1603209172.A.E08.html
YU0121,10/20,10,[問卦] 五月天阿信為何都不換髮型？,/bbs/Gossiping/M.1603209179.A.F49.html
sookie,10/20,46,[問卦] 神隱少女性暗示這麼嚴重為啥沒被抗議？,/bbs/Gossiping/M.1603209305.A.7C4.html
antivenom,10/20,46,[問卦] 為啥19世紀末東方第一大城上海會淪落,/bbs/Gossiping/M.1603209347.A.105.html
ben780413,10/20,1,[問卦] 幽浮桌當初怎麼會看中鬼滅?,/bbs/Gossiping/M.1603209361.A.C3F.html
waymayday,10/20,3,[新聞] 談關中天電視台 韓國瑜：是站出來捍衛的,/bbs/Gossiping/M.1603209421.A.FC0.html
pineapple556,10/20,27,[新聞] 詭！女叫4千外賣卻棄單　店家怒找上門…,/bbs/Gossiping/M.1603209485.A.8E1.html
ElizabethXIV,10/20,2,Re: [問卦] 請問喪禮唸經的問題,/bbs/Gossiping/M.1603209528.A.8A3.html
Gotham,10/20,8,[新聞] 偷拍閏密性交影片還分享 女子挨告遭訴,/bbs/Gossiping/M.1603209537.A.B2B.html
bradpete,10/20,X1,[問卦] 超討厭動漫宅= =,/bbs/Gossiping/M.1603209551.A.3BD.html
hk5566,10/20,5,[問卦] 醜女醜男突然變正妹帥哥心態會扭曲報復嗎,/bbs/Gossiping/M.1603209562.A.20A.html
Greedguilty,10/20,3,[問卦] 這時候買除臭襪是不是很划算,/bbs/Gossiping/M.1603208115.A.829.html
ElizabethXIV,10/20,2,[問卦] 生活要避免哪些詞彙才不會被發現上ptt,/bbs/Gossiping/M.1603208172.A.20E.html
XOEX,10/20,7,[問卦] 新北市的行人垃圾桶是不是絕跡了？,/bbs/Gossiping/M.1603208182.A.569.html
jej,10/20,13,[問卦] 老婆說能不能幫她吹,/bbs/Gossiping/M.1603208192.A.E08.html
eddie04,10/20,4,Re: [問卦] 幫小孩買房的父母多嗎？,/bbs/Gossiping/M.1603208253.A.FDA.html
cc02040326,10/20,4,Re: [問卦] 可以直接在銀行櫃檯前調情嗎,/bbs/Gossiping/M.1603208340.A.345.html
freertos,10/20,1,[問卦] 可愛的帽踢哪裡買？,/bbs/Gossiping/M.1603208355.A.923.html
tony77998,10/20,8,[新聞] 摔角手打兩拳突倒地亡　白目對手以為假裝…還翻上台飛踢一腳,/bbs/Gossiping/M.1603208355.A.EC1.html
Warheart,10/20,8,[問卦] 看了包莖洋男 現在頭很痛該看什麼洗眼睛,/bbs/Gossiping/M.1603208433.A.861.html
flydodo,10/20,6,[問卦] 急！泰奶跟港奶怎麼會好喝啦？,/bbs/Gossiping/M.1603208486.A.9FB.html
hn9480412,10/20,3,[新聞] 投縣議員要求有高鐵、捷運 政院中辦︰評,/bbs/Gossiping/M.1603208528.A.495.html
goldsingle,10/20,52,Re: [新聞] 昔爆比張忠謀有錢！吳佩慈貴婦生活不保　,/bbs/Gossiping/M.1603208684.A.86E.html
ya700,10/20,6,[問卦] 粗獷主義建築,/bbs/Gossiping/M.1603208765.A.E05.html
wwewcwwwf,10/20,11,[問卦] 日本竟然還被長州藩把持！？,/bbs/Gossiping/M.1603208918.A.2BA.html
hk5566,10/20,5,[問卦] 各位若擁有所有最好條件會安於一個女人嗎,/bbs/Gossiping/M.1603208985.A.8FF.html
funasake,10/20,46,[問卦] 大家的iPhone用幾年了？,/bbs/Gossiping/M.1603208994.A.1C1.html
sonyabear,10/20,1,[問卦] 麥當勞TV幹嘛跟那個什麼笑叔合作？,/bbs/Gossiping/M.1603207383.A.6CC.html
touchBB,10/20,1,[問卦] 人民幣什麼時候要崩?,/bbs/Gossiping/M.1603207432.A.CDE.html
crocus,10/20,11,[新聞] 商業捕撈漁獲耗竭 專家：可改吃水母,/bbs/Gossiping/M.1603207485.A.1D2.html
CNloler,10/20,4,[問卦] 有沒有中國國民黨革命委員會的八卦?,/bbs/Gossiping/M.1603207578.A.4D6.html
hugh509,10/20,9,[問卦] iPhone12電池更小續航更好？,/bbs/Gossiping/M.1603207657.A.2F2.html
kenbo,10/20,2,[新聞] 川普恐遭遇土石流式慘敗？ 沈富雄斷言,/bbs/Gossiping/M.1603207716.A.8A9.html
inmee,10/20,7,Re: [新聞] 昔爆比張忠謀有錢！吳佩慈貴婦生活不保　,/bbs/Gossiping/M.1603207731.A.F6C.html
cwh0105,10/20,14,[問卦] 台灣有多少人支持統一?,/bbs/Gossiping/M.1603207765.A.253.html
Holmes7,10/20,4,Re: [問卦] 果粉是不是世界上最大的邪教組織,/bbs/Gossiping/M.1603207790.A.EEE.html
SonyXperiaZ3,10/20,6,[新聞] 硬起來！中國採砂船盜採馬祖海砂 11中國,/bbs/Gossiping/M.1603207817.A.7A4.html
bornwinner,10/20,5,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603207928.A.8BE.html
CNS3056,10/20,19,[新聞] 連台中市議員都買不起房子 4名青年議員1,/bbs/Gossiping/M.1603207939.A.7BE.html
funsky,10/20,3,[問卦] 宵夜吃熱的比較爽？,/bbs/Gossiping/M.1603208037.A.326.html
TZUYIC,10/20,18,[新聞] 不信有新冠！烏克蘭肌肉哥確診 「感染8天,/bbs/Gossiping/M.1603208062.A.E67.html
g9591410,10/20,5,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603206565.A.D12.html
x747,10/20,4,[問卦] 三千要多少才能甩掉甲甲,/bbs/Gossiping/M.1603206602.A.5E9.html
ziso,10/20,1,[問卦] 有沒有窮人只要禿頭就沒救的八卦阿?,/bbs/Gossiping/M.1603206635.A.4DD.html
brella,10/20,5,[新聞] 騎士酒後摔車不治 後座表哥插管救治,/bbs/Gossiping/M.1603206672.A.150.html
xaima,10/20,39,[新聞] 昔爆比張忠謀有錢！吳佩慈貴婦生活不保　,/bbs/Gossiping/M.1603206677.A.E8E.html
teeo,10/20,2,[問卦] 健美比賽怎麼評分?,/bbs/Gossiping/M.1603206685.A.43F.html
pulagu,10/20,爆,[新聞] 晶片爛尾 習近平砸錢出事 中共發改委緊急,/bbs/Gossiping/M.1603206857.A.9C2.html
hk410050,10/20,1,Re: [新聞] 中選會:國民黨反瘦肉精公投聽證會 11/6舉行,/bbs/Gossiping/M.1603206875.A.A40.html
derekhsu,10/20,51,[爆卦] 疫情整理:進入三日百萬期 暴雨之前現寧靜,/bbs/Gossiping/M.1603206945.A.140.html
iamjimhaha,10/20,4,[問卦] 潤娥為什麼在戲劇沒有秀智火？,/bbs/Gossiping/M.1603207055.A.5C1.html
hjgx,10/20,6,[問卦] 偽國旗設計大賽開始了嗎,/bbs/Gossiping/M.1603207076.A.E8D.html
trylin,10/20,1,[問卦] 林先生你貴姓？,/bbs/Gossiping/M.1603207124.A.11E.html
iphone15,10/20,8,[問卦] 寵物過世還會再養新寵物嗎？,/bbs/Gossiping/M.1603207234.A.EAD.html
HDSM,10/20,1,[問卦] 而孤單的滋味 誰都要面對,/bbs/Gossiping/M.1603207237.A.750.html
lovehandle,10/20,1,[問卦]到東南亞國家讀國際學校,/bbs/Gossiping/M.1603207291.A.87D.html
qazStarStar,10/20,39,[問卦] 以前戒嚴時期的人生活跟現在差多少,/bbs/Gossiping/M.1603207310.A.E27.html
asd245438,10/20,14,[新聞] 國漫館基地底定 帝國製糖廠新民街倉庫群,/bbs/Gossiping/M.1603207337.A.7D1.html
OhwadaAkira,10/20,59,[新聞] 韓國瑜不斷「被參選」 網：綠營真的是非,/bbs/Gossiping/M.1603205945.A.635.html
emperor,10/20,7,[問卦] 所以乃木坂的那個福神的作用是?,/bbs/Gossiping/M.1603205954.A.BBB.html
Matsuyama,10/20,6,[新聞] 增萊豬分類號列？ 財部昨封口,/bbs/Gossiping/M.1603205964.A.225.html
freertos,10/20,3,[問卦] 女生把頭髮染白色？,/bbs/Gossiping/M.1603205988.A.AE6.html
hmt17,10/20,4,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603206102.A.78F.html
hotaru3456,10/20,1,[新聞] 反送中以來首傳港人獲德國政治庇護 香港,/bbs/Gossiping/M.1603206150.A.164.html
PrinceKanto,10/20,10,[新聞] 周星馳被爆拖欠巨債 首發聲「對造謠者追,/bbs/Gossiping/M.1603206160.A.811.html
pineapple556,10/20,9,[問卦] 藍色是信仰的顏色嗎？？？？？,/bbs/Gossiping/M.1603206198.A.E31.html
americ,10/20,2,[問卦] 台女是不是詐騙集團,/bbs/Gossiping/M.1603206434.A.B48.html
natyshow,10/20,1,[問卦] 有沒有IMF舔共的八卦,/bbs/Gossiping/M.1603206463.A.9FF.html
chen0625,10/20,1,Re: [問卦] 台北市行人垃圾桶是不是絕跡了啊,/bbs/Gossiping/M.1603206493.A.8BC.html
eusebius,10/20,6,Re: [問卦] 包莖洋人稀有嗎？,/bbs/Gossiping/M.1603206528.A.2BC.html
q6534gas1793,10/20,6,[問卦] 為什麼警察和軍人身高限制不同,/bbs/Gossiping/M.1603206534.A.444.html
tennoji2003,10/20,7,[問卦] 夾心酥最好吃的口味是哪一種？,/bbs/Gossiping/M.1603205608.A.079.html
johnny9667,10/20,5,[問卦] 現在菜市場人越來越少? 真的假的?,/bbs/Gossiping/M.1603205623.A.92C.html
a0953781935,10/20,1,Re: [爆卦] 中國三季度GDP增速4.9%的消息刷爆推特!!,/bbs/Gossiping/M.1603205706.A.E7E.html
mlb93525,10/20,10,[問卦] Aimyon是不是江郎才盡了,/bbs/Gossiping/M.1603205715.A.801.html
hvariables,10/20,7,Re: [問卦] 尼姑被強姦高潮算犯淫戒嗎？,/bbs/Gossiping/M.1603205716.A.234.html
sasaki3630,10/20,2,[問卦] 有人30歲還低薪處男嗎?,/bbs/Gossiping/M.1603205764.A.289.html
zoechen2008,10/20,1,[問卦] 去夜市要幹嘛才專業,/bbs/Gossiping/M.1603205784.A.437.html
waterice0902,10/20,7,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603205814.A.DC2.html
cimo764,10/20,8,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603205818.A.02B.html
oftisa,10/20,3,[問卦] INFINITI比LEXUS更像高級車，卻賣輸,/bbs/Gossiping/M.1603205821.A.8F4.html
hahaopen,10/20,10,[問卦] 吉良吉影如果想要 交得到活的女朋友ㄇ,/bbs/Gossiping/M.1603205851.A.519.html
abellea85209,10/20,1,[新聞] 龍介仙揭韓國瑜下一步？曝：時間到了英雄,/bbs/Gossiping/M.1603205870.A.B6A.html
a0800944939,10/20,3,Re: [問卦] 台北市行人垃圾桶是不是絕跡了啊,/bbs/Gossiping/M.1603205913.A.B17.html
JimOBrien,10/20,4,[新聞] 南投半山夢工廠「生命樹」 飛來可愛領角,/bbs/Gossiping/M.1603205919.A.DAF.html
blue999,10/20,4,Re: [問卦] 婚宴包600可以讓他吃嗎？,/bbs/Gossiping/M.1603205922.A.A7D.html
miss80423,10/20,8,[問卦] 去當銀行保全可以虧銀行妹妹嗎,/bbs/Gossiping/M.1603205102.A.D33.html
shampoopoo,10/20,8,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603205167.A.DA0.html
ElizabethXIV,10/20,4,[問卦] 可以直接在銀行櫃檯前調情嗎,/bbs/Gossiping/M.1603205242.A.CE0.html
mj116,10/20,5,[問卦] 包莖洋人稀有嗎？,/bbs/Gossiping/M.1603205246.A.8AF.html
sookie,10/20,6,[問卦] usb-c真的有推起來嗎？,/bbs/Gossiping/M.1603205276.A.5E2.html
a15568,10/20,5,[問卦] 有人知道拜登人在哪嗎？,/bbs/Gossiping/M.1603205295.A.206.html
lunli924,10/20,X1,[新聞] 斐濟事件 蔡英文第一時間指示不姑息暴力,/bbs/Gossiping/M.1603205307.A.8AB.html
deathdecay,10/20,X1,[新聞] 台中參戰肉燥飯大亂鬥 陳柏惟：怕你吃完,/bbs/Gossiping/M.1603205334.A.D80.html
bbob,10/20,1,[問卦] 近期最猛尷尬癌影片是吐槽大會的壯壯嗎,/bbs/Gossiping/M.1603205356.A.CEC.html
kuro,10/20,2,[新聞] 菲移民局醜聞  參議員：300萬中國人行賄入境,/bbs/Gossiping/M.1603205393.A.BE0.html
a12c45a,10/20,3,[新聞] 3C達人開箱全台首支iPhone 12！藍色實,/bbs/Gossiping/M.1603205412.A.D00.html
